Site,Level.x,Area,LOT,id,Unit,ID,RawMaterial,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes,BlankType,X,Y,Z,Spit,Level.y,Code,Phase
VB,NA,TRUE,LOT-59,I19-2562,I19,2562,Quartz,Coarse,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Circular,Irregular,Hinge,Curved,2,Unidirectional,16.57,39.66,38.84,39.49,30.05,30.57,17.18,40.38,80.4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.0899963,127.1790009,24.02300072,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-59,I19-2564,I19,2564,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Convergent,Irregular,Pointed,Straight,1,Unidirectional,7.88,15.22,15.19,12.39,5.93,21.97,4.39,11.37,86.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.3440018,127.189003,24.02499962,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-59,I19-2572,I19,2572,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Irregular,Step,Curved,2,Unidirectional,3.01,9.64,9.6,8.09,7.01,13.54,2.75,5.75,91.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6699982,127.1490021,24.02899933,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-59,I19-2572,I19,2572,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Trapezoidal,Step,Straight,1,Unidirectional,4.03,11.99,10.12,10.99,8.47,15.23,4.04,7.49,81.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6699982,127.1490021,24.02899933,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-59,I19-2590,I19,2590,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Irregular,Step,Curved,1,Unidirectional,3.83,12.8,9.14,9.86,11.51,13.98,3.18,7.18,94.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.5210037,127.5599976,24.0510006,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-59,I19-2570,I19,2570,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Divergent,Trapezoidal,Feather,Curved,1,Unidirectional,4.05,16.29,9.94,13.43,16.55,19.82,3.33,9.27,82.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.2509995,127.1190033,24.04000092,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-59,I19-2570,I19,2570,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Convergent,Triangular,Feather,Curved,2,Unidirectional,5.81,15.64,11.4,13.29,6,19.98,3.35,8.42,131.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.2509995,127.1190033,24.04000092,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-59,I19-2570,I19,2570,Dolerite,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Irregular,Step,Straight,1,Unidirectional,4.38,12.99,13.21,12.91,11.9,12.4,3.54,7.31,70.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Patinated,NA,No,NA,0,NA,Flake,118.2509995,127.1190033,24.04000092,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-182,I20-3166,I20,3166,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Irregular,Hinge,Straight,4,Unidirectional,5.76,9.74,6.28,9.31,6.03,20.76,3.04,3.39,77.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,118.3929977,128.4929962,24.04400063,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3171,I20,3171,Quartz,Medium,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Triangular,Feather,Straight,2,Unidirectional,5.42,15.09,11.93,15.08,5.74,27.65,5.13,12.35,83.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.7490005,128.3999939,24.07600021,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3164,I20,3164,Quartz,Medium,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Irregular,Hinge,Straight,3,Bidirectional,13.5,17.91,16.51,13.66,10.46,27.06,14.74,16.15,0,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,NA,0,NA,Flake,118.4609985,128.6029968,24.03499985,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3214,I20,3214,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Circular,Lenticular,Feather,Curved,1,Unidirectional,2.66,15.01,6.94,14.37,5.56,12.82,2.29,5.62,83.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.2200012,128.2920074,24.02000046,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3176,I20,3176,Other,NA,Core,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,32.62,44.9,41.75,40.98,32.79,36.26,23.89,35.58,0,84.8,SinglePyramidal,Circular,One,Plain,Crest,Crest,Crest,RandomRemoval,0%,3,Unidirectional,Parallel,23,10.51,8.46,7.34,2.61,83.1,Mixed,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NoReason,Concretion,NA,NA,NA,0,NA,NA,118.6800003,128.2879944,24.049999239999998,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3222,I20,3222,Quartz,Coarse,RetouchedPiece,NA,Blank,NA,1-30%,Distal,Cobble,Plain,No,No,Parallel,Quadrangular,Feather,Irregular,3,Unidirectional,13.82,18.13,16.16,17.19,14.85,38.77,13.19,16.39,105.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,Splintered piece,0,NA,NA,118.9110031,128.0559998,24.06800079,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3212,I20,3212,Quartz,Medium,Blank,NA,NA,NA,0%,NA,NA,Other,No,No,Convergent,Other,Hinge,Straight,2,Unidirectional,9.51,17.06,17.12,12.42,8.69,22.96,10.79,16.64,92.1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,NA,0,NA,Flake,118.2529984,128.470993,24.01300049,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3219,I20,3219,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Irregular,Hinge,Straight,3,Unidirectional,10.74,22.52,17.86,22.61,9.45,25.32,11.41,18.7,81,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.487999,128.0119934,24.03300095,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3181,I20,3181,Greywacke,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Hinge,Straight,3,Unidirectional,21.38,32.49,22.19,30.38,10.98,70.2,15.08,30.44,0,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,118.9550018,128.2599945,24.06699944,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3182,I20,3182,Quartz,Coarse,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Divergent,Irregular,Hinge,Straight,1,Unidirectional,7.84,20.3,15.6,19.61,18.12,14.06,6.34,13.84,85.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.9580002,128.2799988,24.06699944,3,5B,LITHIC,Lower 5
VB,NA,TRUE,LOT-182,I20-3223,I20,3223,Greywacke,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Lenticular,Step,Curved,2,Unidirectional,5.19,14.39,16.14,15.34,15.55,11.42,4.79,15.44,81.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6900024,128.0850067,24.03899956,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-182,I20-3223,I20,3223,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Circular,Lenticular,Feather,Straight,2,Unidirectional,3.77,12.6,4.61,12.44,9.7,12.94,1.74,3.12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6900024,128.0850067,24.03899956,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-182,I20-3223,I20,3223,Chert,NA,Blank,NA,NA,NA,1-30%,Distal,Indeterminate,Crushed,No,No,Divergent,Lenticular,Step,Curved,2,Unidirectional,4.02,14.91,3.58,12.1,13.57,12.21,2.37,1.81,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6900024,128.0850067,24.03899956,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-182,I20-3223,I20,3223,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Step,Curved,1,Unidirectional,4.05,10.59,10.46,10.56,10.55,12.58,4.1,9.24,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6900024,128.0850067,24.03899956,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-182,I20-3223,I20,3223,Quartz,Medium,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Trapezoidal,Hinge,Curved,3,Unidirectional,4.79,13.8,12.07,12.71,13.31,13.42,5.52,12.07,75.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,118.6900024,128.0850067,24.03899956,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-182,I20-3203,I20,3203,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,4.83,6,5.77,6.09,4.22,13.86,2.84,4.46,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,118.7549973,128.4219971,24.04100037,3,5B,BUCKET,Lower 5
VB,NA,TRUE,LOT-146,H18-2931,H18,2931,Quartz,Medium,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Pointed,Curved,3,Unidirectional,7.16,16.2,16.19,14.14,5.47,19.08,7.5,16,127.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.4309998,126.237999,24.12400055,3,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2467,H18,2467,Chalcedony,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Triangular,Feather,Straight,3,Unidirectional,3.03,11.03,7.57,10.86,14.57,29.02,2.3,7.99,89.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,119.0569992,126.8820038,24.1609993,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2937,H18,2937,Quartz,Coarse,Core,NA,NA,NA,61-99%,NA,Cobble,NA,YesComplete,No,NA,NA,NA,NA,0,NA,27.59,29.24,30.34,30.01,30.66,17.13,30.04,30.6,0,22.7,SinglePlat,Circular,One,Cortical,Cortical,Cortical,Cortical,Cortical,0%,3,Unidirectional,Parallel,14.18,7.4,7.4,7.4,4.47,81.2,Mixed,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NoReason,None,NA,NA,NA,0,NA,NA,119.3040009,126.9570007,24.1079998,3,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2808,H18,2808,Greywacke,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Lenticular,Feather,Straight,1,Unidirectional,5.51,30.23,30.23,17.56,10.19,18.89,7.22,30.31,88.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.0319977,126.4150009,24.11700058,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2806,H18,2806,Chert,NA,Blank,NA,NA,NA,1-30%,Mesial,Indeterminate,Plain,YesPartial,No,Irregular,Trapezoidal,Step,Curved,1,Unidirectional,7.32,23.25,19.16,19.83,17.22,20.9,6.35,18.8,75.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,NA,0,NA,Flake,119.5390015,126.8519974,24.14699936,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2929,H18,2929,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Hinge,Irregular,2,Unidirectional,9.75,19.77,18.95,19.4,14.44,21.81,11.08,19.13,63.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.4690018,126.4990005,24.10199928,3,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2847,H18,2847,Chert,NA,Blank,NA,NA,NA,1-30%,Distal,Indeterminate,Plain,No,No,Parallel,Triangular,Hinge,Straight,3,Unidirectional,6.47,15.08,13.96,14.71,11.77,34.84,7.58,14.02,120.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,119.2549973,126.612999,24.1420002,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2781,H18,2781,Chert,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Crushed,No,No,Convergent,Irregular,Pointed,Straight,6,Unidirectional,10.79,17.79,12.39,17.78,4.77,26.9,9.96,12.56,104.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Perforator-endscraper,0,NA,NA,119.5350037,126.5139999,24.15600014,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2735,H18,2735,Chert,NA,Core,NA,NA,NA,31-60%,NA,Indeterminate,NA,No,No,NA,NA,NA,NA,0,NA,19.78,27.27,26.17,25.09,18.57,17.34,22.31,26.32,0,12.1,Inform,Irregular,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,Flakes,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,AngleLoss,None,NA,NA,NA,0,NA,NA,119.8249969,126.0680008,24.19499969,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2617,H18,2617,Quartz,Fine,Core,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,13.31,15.38,11.37,13.97,13.85,21.11,11.62,14.56,91.6,5.7,SinglePrismatic,Quadrangular,Two,Plain,Crest,RandomRemoval,FlakingSurface,Crest,0%,1,NA,NA,20.98,13.28,7.51,10.88,5.88,87.5,Mixed,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0%,2,Unidirectional,Parallel,Bladelets,NA,0,NA,NA,NA,AngleLoss,None,NA,NA,NA,0,NA,NA,119.6389999,126.5100021,24.19000053,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2738,H18,2738,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Lenticular,Hinge,Curved,2,Bidirectional,7.42,19.41,17.64,16.49,12.52,18.51,6.09,10.93,93.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.8860016,126.0690002,24.20800018,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2752,H18,2752,Greywacke,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Lenticular,Feather,Curved,2,Unidirectional,8.02,35.92,25.1,32.1,10.96,38.06,5.53,22.62,67.5,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Patinated,NA,No,NA,0,Dolerite?,Flake,119.7570038,126.1839981,24.13999939,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2870,H18,2870,Chert,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Hinge,Irregular,3,Unidirectional,10.17,20.68,20.68,15.52,9.41,22.13,10.89,20.68,92,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.1839981,126.3430023,24.125,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2494,H18,2494,Chert,NA,Core,NA,NA,NA,1-30%,NA,Indeterminate,NA,YesPartial,No,NA,NA,NA,NA,0,NA,15.46,16.98,17.16,16.18,8.08,26.05,16.36,16.66,80.3,6.6,SinglePrismatic,Triangular,Two,Faceted,Crest,Other,FlakingSurface,Crest,0%,2,Unidirectional,Parallel,23.97,11.68,11.67,7.75,1.58,84.5,Blades,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0%,2,Unidirectional,Indeterminate,Mixed,NA,0,NA,NA,NA,AngleLoss,Concretion,NA,NA,NA,0,NA,NA,119.2720032,126.5839996,24.18799973,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2506,H18,2506,Chert,NA,Blank,NA,NA,NA,61-99%,RightLateral,Outcrop,Plain,YesPartial,No,Parallel,Triangular,Hinge,Straight,4,Centripetal,11.63,19.91,15.2,18.7,11.47,27.06,3.92,13.13,83.7,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,NA,0,NA,Flake,119.1610031,126.5130005,24.1779995,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2868,H18,2868,Quartz,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Quadrangular,Hinge,Straight,3,Unidirectional,10.76,19.04,12.88,16.91,14.75,29.46,9.6,14.91,98.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,NA,0,NA,Flake,119.3239975,126.052002,24.14299965,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2780,H18,2780,Quartz,Coarse,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Irregular,Hinge,Curved,2,Unidirectional,10.65,20.59,15.76,19.83,20.14,23.51,10.09,19.47,79.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.538002,126.5810013,24.1590004,2,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2500,H18,2500,Quartz,Coarse,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Irregular,Step,Straight,1,Unidirectional,8.45,24.31,18.4,22.28,15.38,26.71,9.66,18.65,99.7,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,119.1200027,126.4710007,24.18499947,1,5,LITHIC,Upper 5/4E
VB,NA,TRUE,LOT-146,H18-2930,H18,2930,Quartz,Coarse,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Irregular,Feather,Curved,1,Unidirectional,9.7,40.82,28.84,41.42,28.66,24.3,6.2,14.59,107.7,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,No,NA,0,NA,Flake,119.5240021,126.4229965,24.12899971,3,5,LITHIC,Upper 5/4E
